,Date,Country,Dead,Source,More_Info
0,25-Jun-2018,USA,N,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.25-Wolfe.pdf
1,18-Jun-2018,USA,N,"K.McMurray, TrackingSharks.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.18-McNeely.pdf
2,09-Jun-2018,USA,N,"K.McMurray, TrackingSharks.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.09-Denges.pdf
3,08-Jun-2018,AUSTRALIA,N,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.08-Arrawarra.pdf
4,04-Jun-2018,MEXICO,N,A .Kipper,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.04-Ramos.pdf
5,03-Jun-2018,AUSTRALIA,N,"Daily Telegraph, 6/4/2018",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.03.b-FlatRock.pdf
6,03-Jun-2018,BRAZIL,Y,"Diario de Pernambuco, 6/4/2018",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.03.a-daSilva.pdf
7,27-May-2018,USA,N,"K. McMurray, TrackingSharks.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.27-Ponce.pdf
8,26-May-2018,USA,N,"K.McMurray, TrackingSharks.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.26.b-High.pdf
9,26-May-2018,USA,N,"K. McMurray, Tracking Sharks.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.26.a-DaytonaBeach.pdf
10,24-May-2018,AUSTRALIA,N,"ABC.net.au ,05/24/2018",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.24-CairnsAquarium.pdf
11,21-May-2018,USA,N,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.21-deBoer.pdf
12,13-May-2018,USA,N,"C. Creswell, GSAF & K. McMurray TrackingSharks.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.13.b-Turrell.pdf
13,13-May-2018,ENGLAND,N,"K. McMurray, TrackingSharks.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.13.a-Berryman.pdf
14,May 2018,AUSTRALIA,N,"Perth Now, 6/30/2018",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.00-Brunning.pdf
15,12-May-2018,SOUTH AFRICA,N,"B.Jacob, Dispatch Live, 5/12/2018",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.12-EastLondon.pdf
16,09-May-2018,AUSTRALIA,N,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.09-SharpesBeach.pdf
17,Reported 30-Apr-2018,THAILAND,N,"K. McMurray, TrackingSharks.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.30.R-Thailand.pdf
18,28-Apr-2018,COSTA RICA,N,Costa Rica Star. 4/28/2018,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.28.b-CostaRica.pdf
19,28-Apr-2018,AUSTRALIA,N,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.28.a-Murray.pdf
20,25-Apr-2018,AUSTRALIA,N,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.25.b-Lee.pdf
21,25-Apr-2018,AUSTRALIA,N,"B.Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.25.a-Bruce.pdf
22,24-Apr-2018,AUSTRALIA,N,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.24-Burch.pdf
23,23-Apr-2018,MALDIVES,N,"K. McMurray, TrackingSharks.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.23-Maldives.pdf
24,22-Apr-2018,SOUTH AFRICA,N,"Africa News Agency, 4/22/2018",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.22-PlettenbergBay.pdf
25,19-Apr-2018,USA,N,"The Garden Island, 4/19/2018",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.19-McWilliams.pdf
26,15-Apr-2018,THAILAND,N,"Straits Times, 4/16/2018",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.15.d-Thailand.pdf
28,15-Apr-2018,AUSTRALIA,N,"B.Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.15.b-Longrass.pdf
29,15-Apr-2018,AUSTRALIA,N,"B.Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.15.a-Travaglini.pdf
30,14-Apr-2018,BAHAMAS,N,"Tribune242,",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.14-Rowan.pff
31,Reported 10-Apr-2018,BRAZIL,N,"K. McMurray, TrackingSharks.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.10.R-Paz.pdf
32,09-Apr-2018,NEW CALEDONIA,N,"Les Nouvelles Caledoniennes, 4/10/2018",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.09-Magenta.pdf
33,05-Apr-2018,BAHAMAS,N,"K. McMurray, TrackingSharks.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.05-McConnell.pdf
34,03-Apr-2018,SOUTH AFRICA,N,"K. McMurray, TrackingSharks.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.04.03-StFrancisBay.pdf
35,31-Mar-2018,USA,N,"Khon2, 3/31/2018",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.03.31-Hawaii.pdf
36,14-Mar-2018,AUSTRALIA,N,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.03.14-WatermansBay.pdf
37,9-Mar-2018,AUSTRALIA,N,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.03.09.b-Crossland.pdf
38,9-Mar-2018,AUSTRALIA,N,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.03.09.a-Weight.pdf
39,24-Feb-2018,SOUTH AFRICA,N,"International Business Times, 3/1/2018",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.02.24-Polly.pdf
40,23-Feb-2018,AUSTRALIA,N,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.02.23-Shurapey.pdf
41,18-Feb-2018,AUSTRALIA,N,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.02.17-Palmer.pdf
42,15-Feb-2018,AUSTRALIA,N,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.02.15-Hoare.pdf
43,14-Feb-2018,AUSTRALIA,N,"Sunshine Coast Daily, 2/15/2018",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.02.14-Babd.pdf
44,11-Feb-2018,BRAZIL,N,TrackingSharks.com,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.02.11-Rosilda.pdf
45,03-Feb-2018,ECUADOR,N,"The Standard (UK), 2/6/2018",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.02.03-Newman.pdf
46,01-Feb-2018,AUSTRALIA,N,"The West Australian, 2/2/2018",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.02.01-Martin.pdf
47,28-Jan-2018,AUSTRALIA,N,"ABC.net.au, 01/28/2018",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.01.28-ConeBay.pdf
48,21-Jan-2018,NEW CALEDONIA,N,TrackingSharks.com,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.01.21-NewCaledonia.pdf
49,14-Jan-2018,AUSTRALIA,N,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.01.14-Vickers.pdf
50,13-Jan-2018,AUSTRALIA,N,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.01.13-Stewart.pdf
51,12-Jan-2018,BRAZIL,N,TrackingSharks.com,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.01.12-Bulhoes.pdf
52,05-Jan-2018,AUSTRALIA,N,"Perth Now, 1/6/2018",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.01.05-Justin.pdf
53,31-Dec-2017,USA,N,"J. Howard, Surfling Now, 1/2/2018",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.12.31-Mariano.pdf
54,30-Dec-2017,USA,N,R. Collier,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.12.30.Jones.pdf
55,21-Dec-2017,MALAYSIA,N,TrackingSharks.com,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.12.21-Harun.pdf
56,09-Dec-2017,BAHAMAS,N,"Daily Star, 12/11/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.12.09-Carroll.pdf
57,30-Nov-2017,COSTA RICA,N,R. Arauz,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.30.b-Jimenez.pdf
58,30-Nov-2017,COSTA RICA,Y,R. Arauz,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.30.a-Bhandari.pdf
59,Reported 25-Nov-2017,LIBYA,Y,"TG Com 24, 11/25/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.25.R-Libya.pdf
60,24-Nov-2017,USA,N,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.24-Azatian.pdf
61,18-Nov-2017,USA,N,"Florida Today, 11/21/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.18-Anderson.pdf
63,13-Nov-2017,AUSTRALIA,N,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.13-Fry.pdf
64,04-Nov-2017,CUBA,Y,TrackingSharks.com,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.04-Cuba.pdf
65,Reported 31-Oct-2017,AUSTRALIA,N,"Townsville Bulletin, 10/31/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.21.R-Tolley.pdf
66,28-Oct-2017,AUSTRALIA,N,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.28-Birubi.pdf
67,26-Oct-2017,USA,N,"Hawaii News Now, 10/27/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.26-Oahu.pdf
68,23-Oct-2017,MAURITIUS,N,"J. LeBlanc, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.23.c-Mauritius.pdf
69,23-Oct-2017,USA,N,"WPBF News, 10/24/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.23.b-Hartl.pdf
70,23-Oct-2017,USA,N,"Palm Beach Post, 11/1/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.23.a-Peteka.pdf
71,22-Oct-2017,AUSTRALIA,N,"Nine News, 10/22/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.22-Williams.pdf
72,21-Oct-2017,NEW ZEALAND,N,"New Zealand Herald, 10/22/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.21-Lomas.pdf
73,18-Oct-2017,USA,N,"WPTV, 10/19/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.18-Iribam.pdf
74,09-Oct-2017,USA,N,"Hawaii News Now, 10/10/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.09-Milan.pdf
75,05-Oct-2017,USA,N,"Maui Now, 10/5/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.05-Hawaii.pdf
77,25-Sep-2017,USA,N,"News4Jax, 9/26/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.25.b-White.pdf
78,25-Sep-2017,AUSTRALIA,N,"Stab Magazine, 9/26/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.25.a-Vissers.pdf
80,24-Sep-2017,USA,N,"Sun Sentinel, 9/24/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.24.a-FortWorth.pdf
81,20-Sep-2017,USA,N,"WPTV, 9/25/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.20-Inniss.pdf
82,16-Sep-2017,SPAIN,N,Turismo La Aldea,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.16.b-GrandCanary.pdf
83,16-Sep-2017,USA,N,"Orlando Sentinel, 9/16/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.16.a-Volusia.pdf
85,15-Sep-2017,SAMOA,N,"Samoa Observer, 9/16/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.15.a-Samoa.pdf
86,Sep-2017,AUSTRALIA,N,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.14-EsperanceBoats.pdf
87,13-Sep-2017,USA,N,"TrackingSharks.com, 10/22/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.13-Loyd.pdf
88,10-Sep-2017,AUSTRALIA,N,"West Australian, 9/11/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.10.b-Samson.pdf
89,10-Sep-2017,AUSTRALIA,N,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.10.a-McGrath.pdf
90,Reported 06-Sep-2017,SOLOMON ISLANDS,N,BBC,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.06-Bartholomew.pdf
91,03-Sep-2017,SOUTH AFRICA,Y,"All Africa, 10/11/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.03.b-Xelela.pdf
92,03-Sep-2017,JAPAN,N,"Japan Today, 9/4/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.03.a-Japan.pdf
93,02-Sep-2017,USA,N,NewsFlare,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.c-Maccarty.pdf
94,02-Sep-2017,USA,N,"Brownsville Herald, 9/5/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.b-SouthPadre.pdf
95,02-Sep-2017,USA,N,"Click Orlando, 9/2/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.a-Elmore.pdf
96,29-Aug-2017,AUSTRALIA,N,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.27-Brundler.pdf
97,27-Aug-2017,USA,N,"Sun Sentinel, 8/27/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.27-Veatch.pdf
99,26-Aug-2017,NEW ZEALAND,N,"C.Black, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.26.a-Kensington.pdf
100,23-Aug-2017,USA,N,"Cape Cod Times, 8/23/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.23-Bigelow.pdf
101,18-Aug-2017,BAHAMAS,N,"CBS12, 8/18/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.18-JupiterDiver.pdf
102,10-Aug-2017,USA,N,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.10-Suttle.pdf
103,05-Aug-2017,EGYPT,N,"Egyptian government, 8/5/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.05-Schachinger.pdf
104,03-Aug-2017,USA,N,"MassLive, 8/4/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.03-Massachusetts.pdf
105,01-Aug-2017,USA,N,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.01-Conroy.pdf
106,31-Jul-2017,USA,N,"K. McMurray, Tracking Sharks",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.31.pdf
108,29-Jul-2017,USA,N,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.29.a-Georgetown.pdf
109,27-Jul-2017,BAHAMAS,N,"R. Rolle, Tribune 242,  7/28/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.27-Bahamas.pdf
110,Reported 26-Jul-2017,BAHAMAS,N,"RevistaJaraysedal.es, 7/26/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.26.R-Massey.pdf
111,24-Jul-2017,"ST HELENA, British overseas territory",N,"Telegraph UK, 7/28/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.24-Matsu.pdf
112,23-Jul-2017,USA,N,A. Smith,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.23.b-Smith.pdf
113,23-Jul-2017,SPAIN,N,"Daily Record, 7/24/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.23.a-Majorca.pdf
114,22-Jul-2017,USA,N,"NBC Miami, 7/23/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.22-Keys.pdf
116,20-Jul-2017,USA,N,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.20.b-Jackson.pdf
117,20-Jul-2017,USA,N,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.20.a-Geyling.pdf
118,14-Jul-2017,USA,N,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.14.b-Washington.pdf
120,11-Jul-2017,USA,N,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.11-Lawson.pdf
121,09-Jul-2017,USA,N,"Miami-Beach Patch, 7/9/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.09-Lanza.pdf
122,Reported 07-Jul-2017,MEXICO,N,"Tabasco Hoy, 7/7/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.07.R-Rodriguez.pdf
123,07-Jul-2017,SOUTH AFRICA,N,"Dispatch Live, 7/7/2027",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.07-Stein.pdf
126,21-Jun-2017,USA,N,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.21-Wallhauser.pdf
127,19-Jun-2017,USA,N,"CBS12, 6/19/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.19-SingerIsland.pdf
128,18-Jun-2017,USA,N,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.18.b-Readnour.pdf
129,18-Jun-2017,REUNION,N,"Clincanoo, 6/19/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.18.a-Reunion.pdf
130,17-Jun-2017,SPAIN,N,"Diario de Ibiza, 6/17/'2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.17-Spain.pdf
131,2017.06.05,FRENCH POLYNESIA,N,"Tahiti Infos, 6/6/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.05-FrenchPolynesia.pdf
132,Reported 14-Jun-2017,BAHAMAS,N,"AOL.UK, 6/14/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.14.R-Carly.pdf
133,11-Jun-2017,AUSTRALIA,N,"WA Today, 6/11/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.11-Goff.pdf
134,10-Jun-2017,AUSTRALIA,N,Victoria Shark Reports,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.10.b-Flinders.pdf
135,10-Jun-2017,USA,N,"Daytona Beach News-Journal, 6/10/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.10.a-Brock.pdf
136,Reported 07-Jun-2017,UNITED KINGDOM,N,"C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.07.R-Thomson.pdf
137,04-Jun-2017,USA,N,"Nine News, 6/7/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.04-Simpson.pdf
138,02-Jun-2017,BAHAMAS,N,"Tribune 242, 6/2/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.02-Johnson.pdf 
139,30-May-2017,USA,N,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.30-Higgins.pdf
140,28-May-2017,USA,N,"M. Michaelson, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.28-Jordan.pdf
141,27-May-2017,AUSTRALIA,N,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.27-Selwood.pdf
142,12-May-2017,UNITED ARAB EMIRATES,N,"Gulf News, 5/13/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.12-Beloushi.pdf
143,Reported 06-May-2017,AUSTRALIA,N,"The Sun, 5/6/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.06.R-Neille.pdf
144,05-May-2017,MEXICO,Y,J. Rozada,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.06-Rozada.pdf
146,29-Apr-2017,USA,N,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.d-Ericson.pdf
147,29-Apr-2017,SOUTH AFRICA,N,"J. de Villiars, News24, 4/29/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.c-Plett.pdf
148,29-Apr-2017,USA,N,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.b-Dyar.pdf
149,29-Apr-2017,REUNION,Y,"Clicanoo, 4/29/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.a-Dubosc.pdf
150,27-Apr-2017,NEW ZEALAND,N,"C.Black, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.27-NZ.pdf
152,22-Apr-2017,"ST HELENA, British overseas territory",N,"Daily Mail, 4/25/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.22-Gonsalves.pdf
154,17-Apr-2017,USA,N,"Daytona Beach News-Journal, 4/17/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.17.b-Volusia.pdf
155,17-Apr-2017,AUSTRALIA,Y,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.17.a Brouwer.pdf
156,14-Apr-2017,USA,N,"Hawaii News Now, 4/14/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.14-Baboo.pdf
157,13-Apr-2017,USA,N,"News4Jax, 4/14/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.13-Perry.pdf
158,12-Apr-2017,USA,N,"The Surf Station, 4/13/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.12.b-Keyton.pdf
160,11-Apr-2017,USA,N,"WFTV, 4/11/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.11-Oosterveld.pdf 
161,10-Apr-2017,USA,N,"Brevard Times, 4/10/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.10.b-Melbourne.pdf
162,10-Apr-2017,USA,N,"Brevard Times, 4/10/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.10.a-Orr.pdf
163,06-Apr-2017,USA,N,"Bradenton Herald, 4/7/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.07-Stephens.pdf
164,05-Apr-2017,USA,N,"AJC, 4/5/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.05-NSB.pdf
165,02-Apr-2017,AUSTRALIA,N,"Philly.com, 4/3/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.02.b-Kleiden.pdf
166,02-Apr-2017,USA,N,Okaloosa County Sheriff's Office,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.02.a-Taylor.pdf
167,27-Mar-2017,USA,N,"Orlando Sentinel, 3/27/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.27-NSB.pdf
168,19-Mar-2017,AUSTRALIA,N,"Illawarra Mercury, 1/19/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.19-Fernandez.pdf
169,18-Mar-2017,USA,N,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.18-Correira.pdf
170,11-Mar-2017,PHILIPPINES,N,"ABS-CBN, 3/13/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.11-Reintegrado.pdf
171,Reported 09-Mar-2017,BAHAMAS,N,"Kent Live, 3/9/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.09-Keywood.pdf
172,25-Feb-2017,AUSTRALIA,N,"Perth Now, 2/27/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.25-WesternAustralia.pdf
173,24-Feb-2017,AUSTRALIA,N,"Perth Now, 2/24/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.24-Mandurah
174,21-Feb-2017,REUNION,Y,"Surfline, 2/21/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.21-Naussance.pdf
175,17-Feb-2017,AUSTRALIA,N,"Courier Mail, 2/18/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.17-Dickson.pdf
176,11-Feb-2017,USA,N,"Florida Today, 2/11/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.11-MelbourneBeach.pdf
177,06-Feb-2017,BRAZIL,N,"O Popular, 2/7/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.06.b-Brazil.pdf
178,06-Feb-2017,SOUTH AFRICA,N,"The Citizen, 2/8/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.06.a-Umhlanga-kayak.pdf
179,01-Feb-2017,USA,N,"YouTube, 2/2/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.01.b-Boat.pdf
180,01-Feb-2017,BAHAMAS,N,"Dutch News, 2/2/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.01.a-Vonk.pdf
181,24-Jan-2017,BRAZIL,N,"K. McMurray, Tracking Sharks",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.24-Andrade.pdf
182,22-Jan-2017,USA,N,"TCPalm, 1/22/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.22-VeroBeach.pdf
183,21-Jan-2017,AUSTRALIA,N,"ABC, 1/21/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.21-MurrayIsland.pdf
184,13-Jan-2017,AUSTRALIA,N,"Brisbane Times,1/13/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.13.b-Clairview.pdf
185,13-Jan-2017,USA,N,WPTV. 1/13/2017,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.13.a-JensenBeach.pdf
186,09-Jan-2017,INDONESIA,N,"Daily Mail, 1/11/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.09-Moore.pdf
188,05-Jan-2017,USA,N,"Florida Today, 1/5/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.05-Brevard.pdf
190,27-Dec-2016,USA,N,"TCPalm, 12/28/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.27-Davis.pdf
191,24-Dec-2016,AUSTRALIA,N,"Perth Now, 12/28/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.24-Ningaloo.pdf
192,19-Dec-2016,SOUTH AFRICA,N,"The Citizen, 12/19/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.19-Swart.pdf
193,14-Dec-2016,AUSTRALIA,N,"Perth Now, 12/15/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.14-Roberts.pdf
194,11-Dec-2016,FRENCH POLYNESIA,N,"Tahiti Info, 12/12/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.11.b-Takapoto.pdf
196,06-Dec-2016,AUSTRALIA,N,Bay 93.9 Geelong,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.06-Phillips.pdf
