,Date,Country,Dead,Source,More_Info
866,17-Sep-2011,KENYA,Y,"Mombasa411, 9/20/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.17-Kenya.pdf
867,16-Sep-2011,USA,N,"Daytona Beach News-Journal, 9/16/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.16-Jorgensen.pdf
868,11-Sep-2011,USA,N,R. Collier,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.11.b-Benji-Rose.pdf
869,11-Sep-2011,PAPUA NEW GUINEA,N,"Sydney Morning Herald, 9/12/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.11.a-Viot.pdf
870,04-Sep-2011,USA,N,"KITV.com, 9/4/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.04.b-Felipe.pdf
871,04-Sep-2011,AUSTRALIA,Y,"Sunshine Coast Daily, 9/5/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.04.a-Burden.pdf
872,02-Sep-2011,USA,N,"WESH.com, 9/2/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.09.02-True.pdf
873,31-Aug-2011,USA,N,"News4JAX, 9/1/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.31-Lancaster.pdf
875,28-Aug-2011,USA,N,M. Locklear,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.28.a-Locklear.pdf
876,26-Aug-2011,RUSSIA,N,"Voice of Russia, 8/27/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.26-Nechaev.pdf
877,24-Aug-2011 ,USA,N,Shark Times,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.24.b-Dinneen.pdf
878,24-Aug-2011 ,USA,N,"WECT.com, 8/24/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.24.a-Holden.pdf
879,23-Aug-2011,SOUTH AFRICA,Y,"News24, 8/23/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.23-VanHeerden.pdf
880,18-Aug-2011,RUSSIA,N,"Ria Novosti, 8/18/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.18-Siderovich.pdf
881,17-Aug-2011,USA,N,C. Creswell,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.17.c-Aronian.pdf
883,17-Aug-2011,RUSSIA,N,"AsiaOne, 8/17/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.17.a-Udovenko.pdf
884,16-Aug-2011,FRENCH POLYNESIA,N,Sharksurvivors.com,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.16.c-D'Esposito.pdf
885,16-Aug--2011,USA,N,"El Nuevodia, 7/17/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.16.b-Strunk.pdf
886,16-Aug-2011,SEYCHELLES,Y,"P. Cahalan, The Independent, 8/17/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.16.a-Redmond.pdf
887,15-Aug-2011,USA,N,"C. Creswell; Carolina Live, 8/15/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.15-Varney.pdf
888,11-Aug--2011,USA,N,"Eyewitness News 9, 8/12/011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.11-DonnieWhite.pdf
889,01-Aug-2011,SEYCHELLES,Y,"Gulf News, 8/2/2011; Clicanoo, 8/4/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.08.01-Virolle.pdf
891,30-Jul-2011,PHILIPPINES,N,"ABS-CBN News, 8/17/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.30-Malabago.pdf
892,25-Jul-2011,USA,N,"NBC, 7/28/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.25-Aubrey.pdf
893,22-Jul-2011,SOUTH AFRICA,N,"Zigzag, 7/22/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.22-Struwig.pdf
894,19-Jul-2011,USA,N,"C. Creswell, GSAF; WITN.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.19-Mangum.pdf
895,15-Jul-2011,REUNION,N,"Le Post, 7/19/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.15-Reunion-kayaker.pdf
896,13-Jul-2011,USA,N,E.G. Paez,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.13.b-Paez.pdf
897,13-Jul-2011,BAHAMAS,N,"Royal Bahamas Police Force, 7/13/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.13-diver-Bahamas.pdf
898,07-Jul-2011,USA,N,"A. Acosta, Victoria Advocate, 7/9/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.07.b-Vossler.pdf
899,07-Jul-2011,USA,N,"J. Martinez, Corpus Christi Caller Times, 7/19/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.07.a-Hamilton.pdf
900,06-Jul-2011,REUNION,N,"V. Boyer, Le Journal de l’île de la Réunion, 7/7/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.06-Arnaud.pdf
901,05-Jul-2011,COLUMBIA,N,"El Universal, 7/6/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.07.05-Vidal.pdf
902,30-Jun-2011,TURKS & CAICOS,N,"T. Cyronak, R. Collier",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.30-Cryonak.pdf
903,29-Jun-2011,BRAZIL,N,"USA Today, 6/29/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.29-Brazil.pdf
904,28-Jun-2011,SOUTH AFRICA,N,"Surfline.com, 6/28/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.28-Stanchi.pdf
905,26-Jun-2008,USA,N,C. Creswell & G. Hubbell,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.26-Cartwright.pdf
906,24-Jun-2011,USA,N,R. Collier,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.24-Green.pdf
907,21-Jun-2011,USA,N,"B. Raines, Press-Register, 6/21/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.21-McConnell.pdf
908,19-Jun-2011,TURKS & CAICOS,N,"fptci.com, 6/23/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.19.b-Lewis.pdf
909,19-Jun-2011,COSTA RICA,Y,"D. Martinez, Tico Times, 6/21/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.19.a-Moraga.pdf
910,15-Jun-2011,REUNION,Y,"Surfprevention.com, 6/16/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.15-Auber.pdf
911,Reported 14-Jun-2011,UNITED KINGDOM,N,"G. Box-Turnbull, Daily Mirror, 6/14/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.14.R-St.Ives.pdf
912,12-Jun-2011,USA,N,"WPTV, 6/13/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.12-Webb.pdf
913,Reported 06-Jun-2011,COLUMBIA,N,"Il Isleno.com, 6/6/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.06.R-James.pdf
914,06-Jun-2011,USA,N,R. Collier,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.06.b-Schlaefli.pdf
915,06-Jun-2011,USA,N,"L. Lelis, Orlando Sentinel, 6/7/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.06.a-McIntosh.pdf
916,01-Jun-2011,MALAYSIA,N,meglognature.blogspot.com,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.06.01-Malaysia.pdf
917,30-May-2011,USA,N,"KHOU.com, 5/31/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.30-Robertson.pdf
918,29-May-2011,SOUTH AFRICA,N,"The George Herald, 5/30/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.29-Nelson.pdf
919,25-May-2011,USA,N,"Star Advertiser, 5/26/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.25-Fernandez.pdf
920,22-May-2011,USA,N,"Hawaii News Now, 5/22/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.22-DeBina.pdf
921,21-May-2011,SOUTH AFRICA,Y,"News 24, 5/21/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.21.b-Smart.pdf
922,13-May-2011,USA,N,"News 4, 5/16/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.13.b-Brown.pdf
923,21-May-2011,NEW CALEDONIA,Y,"Radio New Zealand & Les Nouvelles Caledoniennes, 5/23/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.21.a-Nathan.pdf
924,13-May-2011,USA,N,"L. Lelis, Orlando Sentinel, 5/13/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.13.a-Bronson.pdf
925,10-May-2011,USA,N,"News 7, 5/11/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.10-Storch.pdf
927,04-May-2011,SOUTH AFRICA,N,"The Witness, 5/10/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.05.04-Burger.pdf
928,26-Apr-2011,USA,N,"J. Wigham III, Palm Beach Post, 4/27/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.26-Seagrich.pdf
929,23-Apr-2011,AUSTRALIA,N,"T. Peake, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.23-VanderVyver.pdf
930,22-Apr-2011,USA,N,S. Petersohn,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.22-RonWhite.pdf
931,16-Apr-2011,NEW ZEALAND,N,"R.D. Weeks, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.16-Hobson.pdf
932,13-Apr-2011,INDONESIA,N,"A.Brenneka, SharkAttackSurvivors.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.12-Ferrar.pdf
933,08-Apr-2011,FIJI,N,"Bula Namaste, 4/10/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.04.08-Caucau.pdf
934,Reported 29-Mar-2011,USA,N,"You Tube, Baby Blacktip Shark Attack - How NOT to hold a shark.",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.03.29.R-Orlando.pdf
935,24-Mar-2011,MEXICO,N,"Canadian press, 3/25/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.03.24-Taran.pdf
936,23-Mar-2011,AUSTRALIA,N,"Nine News, 3/24/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.03.23-Pearson.pdf
937,21-Mar-2011,MEXICO,N,"Mississauga.net, 3/29/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.03.21.b-Masternak.pdf
938,21-Mar-2011,FIJI,N,"Fiji Times Online, 3/24/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.03.21.a-Jeke.pdf
939,16-Mar-2011,AUSTRALIA,N,"The Sydney Morning Herald, 3/17/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.03.16-Mondy.pdf
941,10-Mar-2011,AUSTRALIA,N,"Northern Star, 3/11/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.03.10.a-Puri.pdf
942,Reported 28-Feb-2011,AUSTRALIA,N,"C. Eksander, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.28.R-Nyari.pdf
943,23-Feb-2011,NEW CALEDONIA,N,"Les Nouvelles Caledoniennes, 2/25/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.23-Jean-Luc.pdf
944,18-Feb-2011,REUNION,N,"Clicanoo.com, 2/21/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.19-Dargent.pdf
945,17-Feb-2011,AUSTRALIA,Y,"T. Peake, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.17-Clarkson.pdf
946,13-Feb-2011,AUSTRALIA,N,"Courier-Mail, 2/14/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.13-SunshineBeach-angler.pdf
947,12-Feb-2011,AUSTRALIA,N,"T. Peake, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.12-Exmouth.pdf
948,Reported 04-Feb-2011,MEXICO,N,"AngelGuardianMX, 2/4/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.04.R-Camacho.pdf
949,02-Feb-2011,SOUTH AFRICA,N,"Iafrica.com, 2/2/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.02.02-Jonk.pdf
950,31-Jan-2011,MEXICO,N,"El Diario de Yucatan, 2/1/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.31-Moore.pdf
951,28-Jan-2011,MEXICO,N,"Sun Sentinel, 1/30/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.28-Camargo.pdf
952,26-Jan-2011,BAHAMAS,N,J. Abernethy,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.26-Abernethy.pdf
954,15-Jan-2011,SOUTH AFRICA,Y,"The Mercury, 1/15/211",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.15-Ndamase.pdf
955,Reported 12-Jan 2011,MEXICO,N,Sharksurvivors.com,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.12.R-Infante.pdf
956,03-Jan-2011,AUSTRALIA,N,"S. Gordon, Sky News, 1/4/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/2011.01.03-BusseltonBoat.pdf
957,26-Dec-2010,USA,N,"J. Howard, Surfing, 12/27/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.26-Stover-French.pdf
958,17-Dec-2010,FIJI,N,"Fiji Times Online, 12/19/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.17-Gracia.pdf
959,11-Dec-2010,USA,N,"Maui News, 12/14/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.11-Wilson.pdf
960,05-Dec-2010,EGYPT,Y,"M. Levine, R. Collier, E. Ritter, M. Fouda, et al",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.05-Renate- Seiffert.pdf
961,Reported 03-Dec-2010,INDONESIA,N,"M. Trott, Indo Surf Life, 12/5/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.03.R-Ong.pdf
962,01-Dec-2010,EGYPT,N,"M. Levine, R. Collier, E. Ritter, M. Fouda, et al",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.01.b-Yevgeniy-Trishkin.pdf
963,01-Dec-2010,EGYPT,N,"M. Levine, R. Collier, E. Ritter, M. Fouda, et al",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.12.01.a-Viktor-Koliy.pdf
964,30-Nov-2010,EGYPT,N,"M. Levine, R. Collier, E. Ritter, M. Fouda, et al",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.30.b-Lyudmila-Stolyarova.pdf
965,30-Nov-2010,EGYPT,N,"M. Levine, R. Collier, E. Ritter, M. Fouda, et al",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.30.a-Olga Marsyenko.pdf
966,Reported 27-Nov-2010,SAMOA,N,"Samoa Observer, 11/27/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.27.R-Samoa.pdf
968,19-Nov-2010,USA,N,"Sunday News, 12/12/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.19-Pollock.pdf
969,15-Nov-2010,DOMINICAN REPUBLIC,Y,"Dominican Today, 11/15/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.15-Zapata.pdf
970,14-Nov-2010,INDONESIA,N,Bali Waves,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.14-Bali.pdf
971,Reported 12-Nov-2010,AUSTRALIA,N,R. Hidding,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.11.12.R-Gade.pdf
972,30-Oct-2010,AUSTRALIA,N,"Perth Now, 10/30/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.30-Francom.pdf
973,Reported 28-Oct-2010,AUSTRALIA,N,"Albany & Great Southern Weekender, 10/28/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.28.R-Plant.pdf
974,28-Oct-2010,USA,N,R. Collier,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.28.a-SethMead.pdf
975,25-Oct-2010,AZORES,N,"Jornal Diario, 10/26/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.25-Gedi-crewman.pdf
976,23-Oct-2010,USA,N,"Bangor Daily News, 10/27/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.23-MacNichol.pdf
977,23-Oct-2010,AUSTRALIA,N,Sharksurvivors.com,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.23.a-Walker.pdf
978,22-Oct-2010,USA,Y,R. Collier,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.22-Ransom.pdf
979,20-Oct-2010,EGYPT,N,M. Salem; Y. Sobolev,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.20-Rubanovich.pdf
980,09-Oct-2010,AUSTRALIA,N,"The Coffs Coast Advocate, 10/16/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.09-Turk.pdf
981,02-Oct-2010,BAHAMAS,N,Sharksurvivors.com,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.02.b-Molla.pdf
982,02-Oct-2010,BAHAMAS,N,"The Tribune, 10/4/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.02.a-Engle.pdf
983,01-Oct-2010,SOUTH AFRICA,N,"News24.com, 10/1/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.10.01-Melkbaai-surfer.pdf
984,27-Sep-2010,USA,N,R. Collier,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.27-Lowden-COLLIER.pdf
985,24-Sep-2010,USA,N,"K.Adams, The Virginian Pilot, 9/24/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.24-Kauchak.pdf
986,21-Sep-2010,SOUTH AFRICA,Y,"Cape Argus, 9/25/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.21-Momoza.pdf
987, 13-Sep-2010,AUSTRALIA,N,"Daily Telegraph, 9/16/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.13-Davis.pdf
988,07-Sep-2010,USA,N,"St. Augustine Record, 9/9/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.07-Whitworth.pdf
989,Reported 06-Sep-2010,TONGA,N,"New Zealand Herald, 9/6/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.06.R-Jensen.pdf
990, 04-Sep-2010,USA,N,"CBS News, 9/10/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.04-Kerr.pdf
991,03-Sep-2010,USA,N,"S. Petersohn; Daytona Beach News-Journal, 9/3/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.03.b-Coffman.pdf
992,03-Sep-2010,USA,N,"S. Petersohn;            M. Johnson, Daytona Beach News-Journal, 9/3/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.03.a-Heald.pdf
993,02-Sep-2010,SOLOMON ISLANDS,N,"The Daily Telegraph, 9/3/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.09.02-D'Emden.pdf
995,18-Aug-2010,USA,N,"Gainesville Sun, 8/18/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.18-Shorten.pdf
996,17-Aug-2010,AUSTRALIA,Y,"The Australian, 8/17/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.17-Edwards.pdf
997,14-Aug-2010,USA,N,"Mercury News, 8/15/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.14-Coca.pdf
998,10-Aug-2010,AUSTRALIA,N,"Courier-Mail, 8/10/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.10.b-Townsville.pdf
999,10-Aug-2010,SOUTH KOREA,N,"J. Williamson, Texarkana Gazette, 9/20/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.10.a-Pierce.pdf
1000,08-Aug-2010,AUSTRALIA,N,"Macleay Argus, 8/10/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.08-Carroll.pdf
1001,07-Aug-2010,USA,N,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.07.b-Clement.pdf
1002,07-Aug-2010,MALTA,N,"A. Buttigieg, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.07.a-Bonavia.pdf
1004,02-Aug-2010,USA,N,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.02.b-Strosaker.pdf
1005,02-Aug-2010,USA,N,"News4JAX, 8/2/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.08.02.a-Presser.pdf
1006,25-Jul-2010,USA,N,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.25-Stamm.pdf
1007,23-Jul-2010,USA,N,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.23-Schulz.pdf
1008,19-Jul-2010,USA,N,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.19-Myers.pdf
1009,17-Jul-2010,USA,N,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.17.b-Parker.pdf
1010,17-Jul-2010,USA,N,S. Petersohn,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.17.a-Johnston.pdf
1011,16-Jul-2010,SPAIN,N,"gáldahora, 7/16/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.16.b-Spain.pdf
1012,16-Jul-2010,USA,N,"NY Post, 7/16/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.16.a-Gauzer.pdf
1013,11-Jul-2010,USA,N,"News 7, 7/13/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.11-Lauderdale-fisherman.pdf
1014,04-Jul-2010,SOUTH AFRICA,N,The Sowetan. 7/9/2010,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.04-Haiden.pdf
1015,03-Jul-2010,USA,N,NBC,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.03-Joseph.pdf
1016,02-Jul-2010,USA,N,R. Collier,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.02.b-Crane.pdf
1017,02-Jul-2010,USA,N,R. Collier,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.07.02.a-Bull.pdf
1018,27-Jun-2010,USA,N,KMBC,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.06.27-Rogers.pdf
1019,25-Jun-2010,USA,N,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.06.25.b-Morris.pdf
1020,25-Jun-2010,USA,N,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.06.25.a-Schlentz.pdf
1021,15-Jun-2010,VIETNAM,N,"Thanh Nien News, 5/15/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.06.15-Hoang.pdf
1022,10-Jun-2010,USA,N,"Gwinnett Daily Post, 6/10/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.06.10-Mayo-Foster.pdf
1023,06-Jun-2010,AUSTRALIA,N,"The West Australian, 6/7/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.06.06-Bedford.pdf
1024,Jun-2010,USA,N,"Florida Times-Union, 7/28/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.06.00-Searcy.pdf
1025,30-May-2010,USA,N,tbo.com,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.05.30-Seymore.pdf
1026,18-May-2010,VIETNAM,N,"Thanh Nien, 5/21/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.05.18.c-Thao.pdf
1027,18-May-2010,VIETNAM,N,"Thanh Nien, 5/21/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.05.18.b-Thanh.pdf
1028,18-May-2010,AUSTRALIA,N,"Macleay Argus, 5/2/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.05.18.a-Gibson.pdf
1029,03-May-2010,MADAGASCAR,N,M.Touzel; Shark Attack Survivors,http://sharkattackfile.net/spreadsheets/pdf_directory/2010.05.03-Touzet.pdf
1030,01-May-2010,USA,N,"S. Petersohn;J. Wheeler, 13 News, 5/4/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.05.01-Dubois.pdf
1031,28-Apr-2010,USA,N,"D. Guevara, WSVN-TV, 4/28/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.04.28-Gatrich.pdf
1032,19-Apr-2010,USA,N,"R. Collier, Honolulu Advertiser, 4/23/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.04.19-Rawlinson.pdf
1033,13-Apr-2010,SOUTH AFRICA,N,"Dispatch Now, 4/13/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.04.13-Denton.pdf
1034,04-Apr-2010,EGYPT,N,"J. Elliott; Blackpool Gazette, 4/16/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.04.04-Elliot.pdf
1035, 27-Mar-2010,REUNION,N,"C. Ekstander, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.03.27-Schorebreak.pdf
1036,190Feb-2010,NEW ZEALAND,N,"Nelson Mail, 2/23/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.19-Baird.pdf
1037,16-Feb-2010,SOUTH AFRICA,N,"Die Burger, 2/18/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.16-duPlessis.pdf
1038,15-Feb-2010,FIJI,Y,"Fiji Times, 2/17/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.15-Usimewa.pdf
1039,13-Feb-2010,AUSTRALIA,N,"Sydney Morning Herald, 2/14/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.13-Trumbull.pdf
1040,11-Feb-2010,AUSTRALIA,N,"John West,       Taronga Zoo",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.11-Welsh.pdf
1041,Reported 06-Feb-2010,NEW ZEALAND,N,"Southland Times, 2/6/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.06.R-Muilwyk.pdf
1042,06-Feb-2010,AUSTRALIA,N,"K. Matthews, Lismore Northern Star, 2/10/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.06.b-Everson.pdf
1043,06-Feb-2010,USA,N,"WPTV.com, 2/7/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.06.a-RivieraBeach.pdf
1045,03-Feb-2010,USA,Y,"TC Palm, 2/3/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.02.03-Schafer.pdf
1046,01-Feb-2010,NEW ZEALAND,N,"R.D. Weeks, GSAF;   K. Ritchie, ABC News, 2/1/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/12.26
1047,31-Jan-2010,BRAZIL,N,"C. Eksander, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.30-Andrei.pdf
1048,27-Jan-2010,AUSTRALIA,N,"C. Ekstander, GSAF; Bundberg News-Mail, 1/29/2010",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.27-Ramage.pdf
1049,22-Jan-2010,UNITED ARAB EMIRATES (UAE),N,"C. Eksander, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2010.01.22.b-Geraghty.pdf
